Year,State,District,Rice,Wheat,Jowar,Pearl Millet,Maize,Barley,Chickpea,Groundnut,Sesamum,Sugarcane,Cotton
2007,Assam,Nagaon,-1.0,995,-1,-1,776,-1,3207,-1,3131,1886,-1
2008,Assam,Nagaon,-1.0,-1,-1,-1,-1,-1,-1,-1,4467,570,3333
2009,Assam,Nagaon,-1.0,-1,-1,-1,-1,-1,3232,-1,-1,-1,4314
2010,Assam,Nagaon,-1.0,-1,-1,-1,-1,-1,3346,-1,5020,3055,4450
2011,Assam,Nagaon,-1.0,-1,-1,-1,4200,-1,3667,-1,5639,3391,4381
2012,Assam,Nagaon,-1.0,-1,-1,-1,-1,-1,4098,-1,5815,3591,4526
2013,Assam,Nagaon,-1.0,1255,-1,-1,-1,-1,4208,-1,5775,3632,4531
2014,Assam,Nagaon,-1.0,-1,-1,-1,-1,-1,4268,-1,5804,3648,4558
2015,Assam,Nagaon,-1.0,1532,-1,-1,1308,-1,-1,-1,5821,3657,-1
2003,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,2720,-1,-1
2004,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,2550,-1,-1
2005,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,3000,-1,-1
2006,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,3000,-1,-1
2007,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,4750,-1,-1
2009,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,832,-1
2010,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,3500,-1,5250,-1,-1
2011,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,6375,-1,-1
2012,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,6080,3991,-1
2015,Assam,Sibsagar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3998,-1
2003,Himachal Pradesh,Bilashpur,-1.0,662,-1,-1,562,950,2050,-1,3000,-1,-1
2004,Himachal Pradesh,Bilashpur,-1.0,687,-1,551,636,762,2100,-1,3000,-1,-1
2005,Himachal Pradesh,Bilashpur,-1.0,788,-1,-1,600,917,2638,-1,3225,-1,1700
2006,Himachal Pradesh,Bilashpur,-1.0,825,-1,-1,706,717,3025,2317,3525,-1,-1
2007,Himachal Pradesh,Bilashpur,-1.0,975,-1,-1,779,1100,3267,-1,3625,-1,-1
2008,Himachal Pradesh,Bilashpur,-1.0,1033,-1,-1,930,896,3683,-1,4417,-1,-1
2009,Himachal Pradesh,Bilashpur,-1.0,1350,-1,-1,1008,1383,3767,-1,4800,-1,-1
2010,Himachal Pradesh,Bilashpur,-1.0,1217,-1,-1,1184,1308,3950,-1,5817,-1,-1
2011,Himachal Pradesh,Bilashpur,-1.0,1362,-1,1333,1475,-1,4783,-1,7200,-1,-1
2012,Himachal Pradesh,Bilashpur,-1.0,1383,-1,-1,1250,2083,-1,-1,8780,-1,-1
2014,Himachal Pradesh,Bilashpur,-1.0,1500,-1,-1,1400,2200,7600,-1,12100,-1,-1
2015,Himachal Pradesh,Bilashpur,-1.0,1500,-1,-1,1400,2000,11000,-1,16000,-1,-1
2003,Himachal Pradesh,Chamba,-1.0,715,-1,-1,528,651,-1,-1,4500,-1,-1
2004,Himachal Pradesh,Chamba,-1.0,704,-1,-1,569,609,-1,-1,5000,-1,-1
2005,Himachal Pradesh,Chamba,-1.0,775,-1,-1,656,672,3500,-1,-1,-1,-1
2006,Himachal Pradesh,Chamba,-1.0,760,-1,-1,700,788,3200,2317,-1,-1,-1
2007,Himachal Pradesh,Chamba,-1.0,916,-1,-1,734,892,-1,-1,-1,-1,-1
2008,Himachal Pradesh,Chamba,-1.0,900,-1,-1,739,800,-1,-1,-1,-1,-1
2009,Himachal Pradesh,Chamba,-1.0,1090,-1,-1,860,935,-1,-1,-1,-1,-1
2010,Himachal Pradesh,Chamba,-1.0,1130,-1,-1,945,985,-1,-1,-1,-1,-1
2011,Himachal Pradesh,Chamba,-1.0,1182,-1,1147,1160,-1,-1,-1,-1,-1,-1
2012,Himachal Pradesh,Chamba,-1.0,1228,-1,-1,1260,1240,-1,-1,-1,-1,-1
2013,Himachal Pradesh,Chamba,-1.0,1323,-1,-1,1290,1319,7500,-1,-1,-1,-1
2014,Himachal Pradesh,Chamba,-1.0,1398,-1,-1,1281,1450,-1,-1,-1,-1,-1
2015,Himachal Pradesh,Chamba,-1.0,1490,-1,-1,1363,1545,7500,-1,-1,-1,-1
2003,Himachal Pradesh,Kangra,-1.0,636,-1,-1,507,719,1915,-1,2731,-1,-1
2004,Himachal Pradesh,Kangra,-1.0,635,-1,-1,525,724,2071,-1,3300,-1,-1
2005,Himachal Pradesh,Kangra,-1.0,812,-1,-1,560,938,3020,-1,3324,-1,2500
2006,Himachal Pradesh,Kangra,-1.0,902,-1,-1,681,978,2929,2317,3945,-1,-1
2007,Himachal Pradesh,Kangra,-1.0,950,-1,-1,830,1100,3200,-1,4285,-1,-1
2008,Himachal Pradesh,Kangra,-1.0,1020,-1,-1,858,1145,3250,-1,4600,-1,-1
2009,Himachal Pradesh,Kangra,-1.0,1100,-1,-1,986,1300,3380,-1,7500,-1,-1
2010,Himachal Pradesh,Kangra,-1.0,2011,-1,-1,1000,1381,3458,-1,7050,-1,-1
2011,Himachal Pradesh,Kangra,-1.0,1200,-1,1475,1060,-1,5300,-1,6750,-1,-1
2012,Himachal Pradesh,Kangra,-1.0,1218,-1,-1,1180,1462,-1,-1,10000,-1,-1
2013,Himachal Pradesh,Kangra,-1.0,1400,-1,-1,1500,1450,5200,-1,11000,-1,-1
2014,Himachal Pradesh,Kangra,-1.0,1600,-1,-1,1850,1700,5800,-1,12000,-1,-1
2015,Himachal Pradesh,Kangra,-1.0,1500,-1,-1,1600,1550,8000,-1,12000,-1,-1
2003,Himachal Pradesh,Kinnaur,-1.0,1007,-1,-1,870,833,-1,-1,-1,-1,-1
2004,Himachal Pradesh,Kinnaur,-1.0,1064,-1,-1,733,842,-1,-1,-1,-1,-1
2005,Himachal Pradesh,Kinnaur,-1.0,867,-1,-1,675,717,-1,-1,-1,-1,-1
2006,Himachal Pradesh,Kinnaur,-1.0,942,-1,-1,675,1017,-1,2317,-1,-1,-1
2007,Himachal Pradesh,Kinnaur,-1.0,1000,-1,-1,1083,883,-1,-1,-1,-1,-1
2008,Himachal Pradesh,Kinnaur,-1.0,1150,-1,-1,1133,1192,-1,-1,-1,-1,-1
2009,Himachal Pradesh,Kinnaur,-1.0,1400,-1,-1,1192,1300,-1,-1,-1,-1,-1
2010,Himachal Pradesh,Kinnaur,-1.0,1400,-1,-1,1192,1300,-1,-1,-1,-1,-1
2011,Himachal Pradesh,Kinnaur,-1.0,1400,-1,1300,1192,-1,-1,-1,-1,-1,-1
2012,Himachal Pradesh,Kinnaur,-1.0,1450,-1,-1,1892,1458,-1,-1,-1,-1,-1
2013,Himachal Pradesh,Kinnaur,-1.0,1916,-1,-1,2000,1800,-1,-1,-1,-1,-1
2014,Himachal Pradesh,Kinnaur,-1.0,3500,-1,-1,2333,2500,-1,-1,-1,-1,-1
2015,Himachal Pradesh,Kinnaur,-1.0,4000,-1,-1,3000,3500,-1,-1,-1,-1,-1
2003,Himachal Pradesh,Kullu,-1.0,785,-1,-1,620,700,-1,-1,-1,-1,-1
2004,Himachal Pradesh,Kullu,-1.0,810,-1,533,534,1000,3250,-1,-1,-1,-1
2005,Himachal Pradesh,Kullu,-1.0,875,-1,-1,620,1040,3506,-1,-1,-1,-1
2006,Himachal Pradesh,Kullu,-1.0,905,-1,-1,660,1040,3470,2317,-1,-1,-1
2007,Himachal Pradesh,Kullu,-1.0,975,-1,-1,580,1120,3838,-1,-1,-1,-1
2008,Himachal Pradesh,Kullu,-1.0,1100,-1,-1,740,1050,-1,-1,-1,-1,-1
2009,Himachal Pradesh,Kullu,-1.0,1400,-1,-1,800,1200,4000,-1,-1,-1,-1
2010,Himachal Pradesh,Kullu,-1.0,1500,-1,-1,1110,1300,4100,-1,-1,-1,-1
2011,Himachal Pradesh,Kullu,-1.0,1480,-1,1600,1260,-1,6500,-1,-1,-1,-1
2012,Himachal Pradesh,Kullu,-1.0,1700,-1,-1,1500,1600,-1,-1,-1,-1,-1
2013,Himachal Pradesh,Kullu,-1.0,1800,-1,-1,1560,1380,-1,-1,-1,-1,-1
2014,Himachal Pradesh,Kullu,-1.0,1600,-1,-1,1800,2000,7200,-1,-1,-1,-1
2015,Himachal Pradesh,Kullu,-1.0,1800,-1,-1,1800,2100,8600,-1,-1,-1,-1
2003,Himachal Pradesh,Lahul & Spiti,-1.0,967,-1,-1,800,1250,-1,-1,-1,-1,-1
2004,Himachal Pradesh,Lahul & Spiti,-1.0,800,-1,-1,800,1125,-1,-1,-1,-1,-1
2005,Himachal Pradesh,Lahul & Spiti,-1.0,800,-1,-1,-1,1250,-1,-1,-1,-1,-1
2006,Himachal Pradesh,Lahul & Spiti,-1.0,850,-1,-1,683,1400,-1,2317,-1,-1,-1
2007,Himachal Pradesh,Lahul & Spiti,-1.0,900,-1,-1,1000,1600,-1,-1,-1,-1,-1
2008,Himachal Pradesh,Lahul & Spiti,-1.0,900,-1,-1,1000,1600,-1,-1,-1,-1,-1
2009,Himachal Pradesh,Lahul & Spiti,-1.0,1500,-1,-1,1500,1900,-1,-1,-1,-1,-1
2010,Himachal Pradesh,Lahul & Spiti,-1.0,1500,-1,-1,2000,1900,-1,-1,-1,-1,-1
2011,Himachal Pradesh,Lahul & Spiti,-1.0,1500,-1,2500,2000,-1,-1,-1,-1,-1,-1
2012,Himachal Pradesh,Lahul & Spiti,-1.0,1500,-1,-1,2000,2500,-1,-1,-1,-1,-1
2013,Himachal Pradesh,Lahul & Spiti,-1.0,1500,-1,-1,1500,2533,-1,-1,-1,-1,-1
2014,Himachal Pradesh,Lahul & Spiti,-1.0,2000,-1,-1,1500,2000,-1,-1,-1,-1,-1
2015,Himachal Pradesh,Lahul & Spiti,-1.0,2000,-1,-1,1500,2200,-1,-1,-1,-1,-1
2003,Himachal Pradesh,Solan,-1.0,655,-1,-1,557,654,1929,2750,2750,-1,3000
2004,Himachal Pradesh,Solan,-1.0,672,-1,-1,554,725,1967,2500,3500,-1,3000
2005,Himachal Pradesh,Solan,-1.0,672,-1,-1,607,725,1967,-1,3300,-1,2467
2006,Himachal Pradesh,Solan,-1.0,914,-1,-1,721,900,2700,2100,3000,-1,-1
2007,Himachal Pradesh,Solan,-1.0,1050,-1,-1,693,1133,3014,2850,3250,-1,-1
2008,Himachal Pradesh,Solan,-1.0,1154,-1,-1,900,1350,3214,4000,4667,-1,-1
2009,Himachal Pradesh,Solan,-1.0,1212,-1,-1,1021,1157,3400,5000,6333,-1,-1
2010,Himachal Pradesh,Solan,-1.0,1281,-1,-1,1094,1294,3525,5300,7257,-1,-1
2011,Himachal Pradesh,Solan,-1.0,1219,-1,1229,1213,-1,3971,6300,6667,-1,-1
2012,Himachal Pradesh,Solan,-1.0,1470,-1,-1,1389,1317,-1,7100,7000,-1,-1
2013,Himachal Pradesh,Solan,-1.0,1410,-1,-1,1389,1317,4456,7100,7000,-1,-1
2014,Himachal Pradesh,Solan,-1.0,1533,-1,-1,1500,1372,4911,8380,10583,-1,-1
2015,Himachal Pradesh,Solan,-1.0,1650,-1,-1,1500,1573,5600,8180,10583,-1,-1
2003,Himachal Pradesh,Mandi,-1.0,738,-1,-1,502,664,2058,-1,4308,-1,-1
2004,Himachal Pradesh,Mandi,-1.0,759,-1,-1,523,730,2091,-1,5322,-1,-1
2005,Himachal Pradesh,Mandi,-1.0,813,-1,-1,591,827,2976,-1,5225,-1,2937
2006,Himachal Pradesh,Mandi,-1.0,892,-1,-1,642,914,3056,2317,5063,-1,-1
2007,Himachal Pradesh,Mandi,-1.0,965,-1,-1,685,1053,3225,-1,4850,-1,-1
2008,Himachal Pradesh,Mandi,-1.0,973,-1,-1,730,1164,3271,-1,4871,-1,-1
2009,Himachal Pradesh,Mandi,-1.0,1148,-1,-1,917,1360,3504,-1,6750,-1,-1
2010,Himachal Pradesh,Mandi,-1.0,1225,-1,-1,947,1400,3767,-1,6780,-1,-1
2011,Himachal Pradesh,Mandi,-1.0,1313,-1,1633,1014,-1,4425,-1,7200,-1,-1
2012,Himachal Pradesh,Mandi,-1.0,1419,-1,-1,1180,1863,-1,-1,6600,-1,-1
2013,Himachal Pradesh,Mandi,-1.0,1465,-1,-1,1203,1718,4645,-1,6900,-1,-1
2014,Himachal Pradesh,Mandi,-1.0,1510,-1,-1,1416,1918,5658,-1,6450,-1,-1
2015,Himachal Pradesh,Mandi,-1.0,1661,-1,-1,1553,2133,-1,-1,6550,-1,-1
2003,Himachal Pradesh,Shimla,-1.0,762,-1,-1,596,573,2209,-1,-1,-1,-1
2005,Himachal Pradesh,Shimla,-1.0,784,-1,-1,587,629,-1,-1,-1,-1,1482
2006,Himachal Pradesh,Shimla,-1.0,894,-1,-1,628,793,3000,2317,-1,-1,-1
2007,Himachal Pradesh,Shimla,-1.0,975,-1,-1,700,800,3500,-1,-1,-1,-1
2008,Himachal Pradesh,Shimla,-1.0,1100,-1,-1,1000,800,3500,-1,-1,-1,-1
2009,Himachal Pradesh,Shimla,-1.0,1500,-1,-1,1500,1000,4000,-1,6936,-1,-1
2010,Himachal Pradesh,Shimla,3712.0,1215,-1,-1,1170,1015,4200,-1,-1,-1,-1
2011,Himachal Pradesh,Shimla,3650.0,1330,-1,1090,1100,-1,4250,-1,-1,-1,-1
2012,Himachal Pradesh,Shimla,2911.0,1606,-1,-1,1128,1260,-1,-1,-1,-1,-1
2013,Himachal Pradesh,Shimla,4750.0,2225,-1,-1,1450,1575,-1,-1,-1,-1,-1
2014,Himachal Pradesh,Shimla,-1.0,2000,-1,-1,1820,1750,-1,-1,-1,-1,-1
2015,Himachal Pradesh,Shimla,-1.0,2000,-1,-1,1820,1750,-1,-1,-1,-1,-1
2003,Himachal Pradesh,Sirmaur,-1.0,668,-1,-1,578,562,2056,2600,-1,-1,2000
2004,Himachal Pradesh,Sirmaur,-1.0,695,-1,536,604,530,1890,2200,2900,-1,2500
2005,Himachal Pradesh,Sirmaur,-1.0,730,-1,-1,760,598,2185,2775,4150,-1,2060
2006,Himachal Pradesh,Sirmaur,-1.0,960,-1,-1,755,725,3175,2533,2360,-1,-1
2007,Himachal Pradesh,Sirmaur,-1.0,1010,-1,-1,790,835,3642,3100,4000,-1,-1
2008,Himachal Pradesh,Sirmaur,-1.0,1070,-1,-1,890,930,3500,2833,6980,-1,-1
2009,Himachal Pradesh,Sirmaur,-1.0,1175,-1,-1,960,1040,3500,4333,7000,-1,-1
2010,Himachal Pradesh,Sirmaur,-1.0,1225,-1,-1,1135,1100,3550,-1,-1,-1,-1
2011,Himachal Pradesh,Sirmaur,-1.0,1200,-1,1075,1150,-1,3650,4000,6650,-1,-1
2012,Himachal Pradesh,Sirmaur,-1.0,1370,-1,-1,1240,1200,-1,6000,6900,-1,-1
2013,Himachal Pradesh,Sirmaur,-1.0,1463,-1,-1,1400,1295,3790,7625,6600,-1,-1
2014,Himachal Pradesh,Sirmaur,-1.0,1500,-1,-1,1400,1350,3969,6625,7000,-1,-1
2015,Himachal Pradesh,Sirmaur,-1.0,1515,-1,-1,1553,1373,4283,7690,7720,-1,-1
2003,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,25,-1,-1
2007,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,38,-1,-1
2008,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,68,-1,-1
2009,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Alappuzha,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,2000,-1
2007,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Kannur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1300,-1
2006,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,55,-1,-1
2007,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,61,-1,-1
2008,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Eranakulam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1350,-1
2009,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Kottayam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Kozhikode,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,3150,-1,-1
2006,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,32,-1,-1
2008,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,39,-1,-1
2009,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Malappuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,575,-1
2005,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,938,1974,875,1828
2006,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1050,-1
2007,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1
2008,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1
2009,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Palakkad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,3260,-1,-1
2006,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,50,-1,-1
2008,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,50,-1,-1
2009,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Kollam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,32,-1,-1
2007,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Kerala,Thrissur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Kerala,Thiruvananthapuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Kerala,Thiruvananthapuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Kerala,Thiruvananthapuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Kerala,Thiruvananthapuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Kerala,Thiruvananthapuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Kerala,Thiruvananthapuram,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
